29,14867.756
30,14596.066
31,14324.377
32,14059.817
33,13803.577
34,13547.336
35,13292.237
36,13042.922
37,12793.607
38,12544.292
39,12301.428
40,12072.357
41,11843.285
42,11614.214
43,11385.649
44,11171.95
45,10958.252
46,10744.553
47,10533.812
48,10335.943
49,10138.073
50,9940.204
51,9742.335
52,9552.946
53,9369.917
54,9186.888
55,9003.86
56,8820.831
57,8659.298
58,8498.755
59,8338.211
60,8177.667
61,8018.265
62,7867.165
63,7716.065
64,7564.965
65,7413.865
66,7264.949
67,7121.494
68,6978.039
69,6834.584
70,6691.129
71,6554.305
72,6420.744
73,6287.182
74,6153.62
75,6020.738
76,5899.543
77,5778.349
78,5657.154
79,5535.959
80,5414.764
81,5295.499
82,5176.778
83,5058.056
84,4939.335
85,4821.57
86,4708.656
87,4595.742
88,4482.827
89,4369.913
90,4257.42
91,4148.345
92,4039.269
93,3930.194
94,3821.119
95,3718.147
96,3617.617
97,3517.086
98,3414.003
99,3305.175
100,3196.347
