0.000000000000000000e+00,1.042749242273173331e+04
1.000000000000000000e+01,9.000903976742098166e+03
2.000000000000000000e+01,7.737609333270692332e+03
3.000000000000000000e+01,6.626659669415734243e+03
4.000000000000000000e+01,5.657106162275445058e+03
5.000000000000000000e+01,4.817999988948045029e+03
6.000000000000000000e+01,4.098392326531752587e+03
7.000000000000000000e+01,3.487334352124789802e+03
8.000000000000000000e+01,2.973877242825374196e+03
9.000000000000000000e+01,2.547072175731729658e+03
1.000000000000000000e+02,2.195970327942071890e+03
1.100000000000000000e+02,1.909622876554622053e+03
1.200000000000000000e+02,1.677080998667604945e+03
1.300000000000000000e+02,1.487395871379234450e+03
1.400000000000000000e+02,1.329618671787733547e+03
1.500000000000000000e+02,1.192800576991319758e+03
1.600000000000000000e+02,1.065992764088217882e+03
