2.000000000000000000e+01,4.435297361737144456e+03
3.000000000000000000e+01,3.900036515042314932e+03
4.000000000000000000e+01,3.402815405983496021e+03
5.000000000000000000e+01,2.943634034560687724e+03
6.000000000000000000e+01,2.522492400773888221e+03
7.000000000000000000e+01,2.139390504623099787e+03
8.000000000000000000e+01,1.794328346108321057e+03
9.000000000000000000e+01,1.487305925229552486e+03
1.000000000000000000e+02,1.218323241986792709e+03
1.100000000000000000e+02,9.873802963800453654e+02
1.200000000000000000e+02,7.944770884093059067e+02
1.300000000000000000e+02,6.396136180745770616e+02
1.400000000000000000e+02,5.227898853758588302e+02
1.500000000000000000e+02,4.440058903131503030e+02
1.600000000000000000e+02,4.032616328864514799e+02
