0,10114.155
1,9973.174
2,9832.192
3,9691.21
4,9548.858
5,9406.393
6,9263.927
7,9121.506
8,8979.619
9,8837.732
10,8695.846
11,8553.959
12,8422.997
13,8300.228
14,8177.46
15,8054.691
16,7931.922
17,7813.325
18,7696.222
19,7579.12
20,7462.017
21,7344.915
22,7227.812
23,7118.506
24,7012.665
25,6906.823
26,6800.982
27,6695.141
28,6589.3
29,6487
30,6385.239
31,6283.478
32,6181.717
33,6079.955
34,5982.093
35,5888.396
36,5794.7
37,5701.003
38,5607.306
39,5513.609
40,5420.674
41,5327.844
42,5235.014
43,5142.184
44,5049.354
45,4963.47
46,4880.365
47,4797.26
48,4714.155
49,4631.05
50,4550.989
51,4481.735
52,4412.481
53,4343.227
54,4273.973
55,4204.718
56,4132.947
57,4061.029
58,3989.111
59,3917.194
60,3845.276
61,3774.576
62,3707.935
63,3641.294
64,3574.653
65,3508.012
66,3441.372
67,3380.708
68,3328.767
69,3276.826
70,3224.886
71,3172.945
72,3121.005
73,3068.189
74,3012.785
75,2957.382
76,2901.979
77,2846.575
78,2793.258
79,2744.632
80,2696.007
81,2647.382
82,2598.756
83,2551.626
84,2513.466
85,2475.305
86,2437.145
87,2398.984
88,2360.824
89,2315.795
90,2268.576
91,2221.357
92,2174.139
93,2126.92
94,2091.324
95,2056.697
96,2022.07
97,1987.443
98,1964.775
99,1942.515
100,1920.254
