#    Var_X        DENSLO     DENSAV     DENSHI    DENSTOT   Radius     Rref   Grav LOGSCALE profwgt
   .00000      5.185E+00  5.340E+00  5.500E+00  5.389E+00  2575.50  2575.50 1.353     0     .000
   10.000      3.355E+00  3.523E+00  3.699E+00  3.488E+00  2585.50  2575.50 1.343     0     .000
   20.000      1.986E+00  2.125E+00  2.273E+00  2.213E+00  2595.50  2575.50 1.333     0     .000
   30.000      1.108E+00  1.208E+00  1.317E+00  1.178E+00  2605.50  2575.50 1.322     0     .000
   40.000      5.915E-01  6.565E-01  7.288E-01  6.017E-01  2615.50  2575.50 1.312     0     .000
   50.000      3.080E-01  3.481E-01  3.933E-01  3.330E-01  2625.50  2575.50 1.302     0     .000
   60.000      1.535E-01  1.766E-01  2.030E-01  1.648E-01  2635.50  2575.50 1.293     0     .000
   70.000      6.899E-02  7.896E-02  9.037E-02  7.288E-02  2645.50  2575.50 1.283     0     .000
   80.000      3.987E-02  4.540E-02  5.171E-02  4.279E-02  2655.50  2575.50 1.273     0     .000
   90.000      2.635E-02  2.986E-02  3.384E-02  2.689E-02  2665.50  2575.50 1.264     0     .000
   100.00      1.846E-02  2.082E-02  2.348E-02  1.871E-02  2675.50  2575.50 1.254     0     .000
   110.00      1.335E-02  1.498E-02  1.681E-02  1.364E-02  2685.50  2575.50 1.245     0     .000
   120.00      9.861E-03  1.101E-02  1.230E-02  9.840E-03  2695.50  2575.50 1.236     0     .000
   130.00      7.281E-03  8.090E-03  8.989E-03  7.098E-03  2705.50  2575.50 1.227     0     .000
   140.00      5.539E-03  6.124E-03  6.770E-03  5.353E-03  2715.50  2575.50 1.218     0     .000
   150.00      4.211E-03  4.633E-03  5.096E-03  4.069E-03  2725.50  2575.50 1.209     0     .000
   160.00      3.237E-03  3.561E-03  3.917E-03  3.162E-03  2735.50  2575.50 1.200     0     .000
   170.00      2.501E-03  2.751E-03  3.026E-03  2.431E-03  2745.50  2575.50 1.191     0     .000
   180.00      1.941E-03  2.135E-03  2.348E-03  1.901E-03  2755.50  2575.50 1.182     0     .000
   190.00      1.513E-03  1.665E-03  1.831E-03  1.476E-03  2765.50  2575.50 1.174     0     .000
   200.00      1.185E-03  1.304E-03  1.434E-03  1.190E-03  2775.50  2575.50 1.165     0     .000
   210.00      9.323E-04  1.026E-03  1.128E-03  9.653E-04  2785.50  2575.50 1.157     0     .000
   220.00      7.363E-04  8.100E-04  8.910E-04  7.820E-04  2795.50  2575.50 1.149     0     .000
   230.00      5.838E-04  6.422E-04  7.064E-04  6.044E-04  2805.50  2575.50 1.141     0     .000
   240.00      4.646E-04  5.111E-04  5.622E-04  4.834E-04  2815.50  2575.50 1.133     0     .000
   250.00      3.711E-04  4.082E-04  4.490E-04  3.529E-04  2825.50  2575.50 1.125     0     .000
   260.00      2.974E-04  3.271E-04  3.598E-04  3.037E-04  2835.50  2575.50 1.117     0     .000
   270.00      2.390E-04  2.629E-04  2.892E-04  2.604E-04  2845.50  2575.50 1.109     0     .000
   280.00      1.927E-04  2.119E-04  2.331E-04  2.046E-04  2855.50  2575.50 1.101     0     .000
   290.00      1.557E-04  1.713E-04  1.884E-04  1.718E-04  2865.50  2575.50 1.093     0     .000
   300.00      1.262E-04  1.388E-04  1.527E-04  1.375E-04  2875.50  2575.50 1.086     0     .000
   310.00      1.025E-04  1.128E-04  1.240E-04  1.147E-04  2885.50  2575.50 1.078     0     .000
   320.00      8.344E-05  9.178E-05  1.010E-04  8.986E-05  2895.50  2575.50 1.071     0     .000
   330.00      6.805E-05  7.485E-05  8.234E-05  7.637E-05  2905.50  2575.50 1.063     0     .000
   340.00      5.559E-05  6.115E-05  6.726E-05  6.109E-05  2915.50  2575.50 1.056     0     .000
   350.00      4.548E-05  5.003E-05  5.503E-05  5.236E-05  2925.50  2575.50 1.049     0     .000
   360.00      3.723E-05  4.095E-05  4.504E-05  4.243E-05  2935.50  2575.50 1.042     0     .000
   370.00      3.050E-05  3.355E-05  3.690E-05  3.711E-05  2945.50  2575.50 1.035     0     .000
   380.00      2.501E-05  2.751E-05  3.026E-05  2.947E-05  2955.50  2575.50 1.028     0     .000
   390.00      2.051E-05  2.256E-05  2.482E-05  2.225E-05  2965.50  2575.50 1.021     0     .000
   400.00      1.682E-05  1.850E-05  2.035E-05  1.750E-05  2975.50  2575.50 1.014     0     .000
   410.00      1.379E-05  1.517E-05  1.668E-05  1.489E-05  2985.50  2575.50 1.007     0     .000
   420.00      1.129E-05  1.242E-05  1.367E-05  1.198E-05  2995.50  2575.50 1.001     0     .000
   430.00      9.243E-06  1.017E-05  1.118E-05  9.422E-06  3005.50  2575.50  .994     0     .000
   440.00      7.553E-06  8.308E-06  9.139E-06  7.560E-06  3015.50  2575.50  .987     0     .000
   450.00      6.161E-06  6.777E-06  7.455E-06  6.287E-06  3025.50  2575.50  .981     0     .000
   460.00      5.016E-06  5.518E-06  6.069E-06  5.366E-06  3035.50  2575.50  .974     0     .000
   470.00      4.074E-06  4.482E-06  4.930E-06  4.749E-06  3045.50  2575.50  .968     0     .000
   480.00      3.301E-06  3.631E-06  3.994E-06  4.036E-06  3055.50  2575.50  .962     0     .000
   490.00      2.667E-06  2.933E-06  3.226E-06  3.353E-06  3065.50  2575.50  .955     0     .000
   500.00      2.148E-06  2.362E-06  2.599E-06  2.617E-06  3075.50  2575.50  .949     0     .000
   510.00      1.724E-06  1.896E-06  2.086E-06  2.001E-06  3085.50  2575.50  .943     0     .000
   520.00      1.379E-06  1.517E-06  1.669E-06  1.523E-06  3095.50  2575.50  .937     0     .000
   530.00      1.100E-06  1.210E-06  1.331E-06  1.111E-06  3105.50  2575.50  .931     0     .000
   540.00      8.743E-07  9.617E-07  1.058E-06  8.751E-07  3115.50  2575.50  .925     0     .000
   550.00      6.928E-07  7.621E-07  8.383E-07  7.054E-07  3125.50  2575.50  .919     0     .000
   560.00      5.474E-07  6.022E-07  6.624E-07  5.530E-07  3135.50  2575.50  .913     0     .000
   570.00      4.316E-07  4.748E-07  5.223E-07  4.358E-07  3145.50  2575.50  .907     0     .000
   580.00      3.401E-07  3.741E-07  4.116E-07  3.370E-07  3155.50  2575.50  .902     0     .000
   590.00      2.681E-07  2.949E-07  3.244E-07  2.647E-07  3165.50  2575.50  .896     0     .000
   600.00      2.115E-07  2.327E-07  2.559E-07  2.179E-07  3175.50  2575.50  .890     0     .000
   610.00      1.671E-07  1.838E-07  2.022E-07  1.660E-07  3185.50  2575.50  .885     0     .000
   620.00      1.323E-07  1.456E-07  1.601E-07  1.369E-07  3195.50  2575.50  .879     0     .000
   630.00      1.050E-07  1.155E-07  1.271E-07  1.098E-07  3205.50  2575.50  .874     0     .000
   640.00      8.361E-08  9.197E-08  1.012E-07  8.529E-08  3215.50  2575.50  .868     0     .000
   650.00      6.676E-08  7.344E-08  8.078E-08  6.737E-08  3225.50  2575.50  .863     0     .000
   660.00      5.349E-08  5.884E-08  6.472E-08  5.632E-08  3235.50  2575.50  .858     0     .000
   670.00      4.301E-08  4.731E-08  5.204E-08  4.657E-08  3245.50  2575.50  .852     0     .000
   680.00      3.470E-08  3.817E-08  4.199E-08  3.940E-08  3255.50  2575.50  .847     0     .000
   690.00      2.811E-08  3.092E-08  3.401E-08  3.185E-08  3265.50  2575.50  .842     0     .000
   700.00      2.285E-08  2.514E-08  2.765E-08  2.583E-08  3275.50  2575.50  .837     0     .000
   710.00      1.865E-08  2.051E-08  2.256E-08  2.030E-08  3285.50  2575.50  .832     0     .000
   720.00      1.527E-08  1.680E-08  1.848E-08  1.745E-08  3295.50  2575.50  .827     0     .000
   730.00      1.255E-08  1.381E-08  1.519E-08  1.368E-08  3305.50  2575.50  .822     0     .000
   740.00      1.035E-08  1.139E-08  1.253E-08  1.107E-08  3315.50  2575.50  .817     0     .000
   750.00      8.569E-09  9.426E-09  1.037E-08  8.950E-09  3325.50  2575.50  .812     0     .000
   760.00      7.117E-09  7.828E-09  8.611E-09  6.912E-09  3335.50  2575.50  .807     0     .000
   770.00      5.929E-09  6.522E-09  7.175E-09  5.966E-09  3345.50  2575.50  .802     0     .000
   780.00      4.956E-09  5.452E-09  5.997E-09  4.991E-09  3355.50  2575.50  .797     0     .000
   790.00      4.155E-09  4.571E-09  5.028E-09  4.539E-09  3365.50  2575.50  .793     0     .000
   800.00      3.494E-09  3.843E-09  4.227E-09  3.726E-09  3375.50  2575.50  .788     0     .000
   810.00      2.946E-09  3.241E-09  3.565E-09  3.075E-09  3385.50  2575.50  .783     0     .000
   820.00      2.491E-09  2.740E-09  3.014E-09  2.640E-09  3395.50  2575.50  .779     0     .000
   830.00      2.111E-09  2.323E-09  2.555E-09  2.239E-09  3405.50  2575.50  .774     0     .000
   840.00      1.794E-09  1.974E-09  2.171E-09  1.903E-09  3415.50  2575.50  .770     0     .000
   850.00      1.529E-09  1.681E-09  1.850E-09  1.605E-09  3425.50  2575.50  .765     0     .000
   860.00      1.305E-09  1.436E-09  1.579E-09  1.335E-09  3435.50  2575.50  .761     0     .000
   870.00      1.117E-09  1.228E-09  1.351E-09  1.108E-09  3445.50  2575.50  .756     0     .000
   880.00      9.574E-10  1.053E-09  1.159E-09  9.362E-10  3455.50  2575.50  .752     0     .000
   890.00      8.226E-10  9.048E-10  9.953E-10  8.637E-10  3465.50  2575.50  .748     0     .000
   900.00      7.080E-10  7.788E-10  8.567E-10  7.674E-10  3475.50  2575.50  .743     0     .000
   910.00      6.105E-10  6.715E-10  7.387E-10  6.770E-10  3485.50  2575.50  .739     0     .000
   920.00      5.273E-10  5.800E-10  6.380E-10  5.903E-10  3495.50  2575.50  .735     0     .000
   930.00      4.561E-10  5.017E-10  5.519E-10  4.773E-10  3505.50  2575.50  .731     0     .000
   940.00      3.949E-10  4.344E-10  4.779E-10  4.145E-10  3515.50  2575.50  .726     0     .000
   950.00      3.423E-10  3.765E-10  4.141E-10  3.819E-10  3525.50  2575.50  .722     0     .000
   960.00      2.968E-10  3.265E-10  3.592E-10  3.362E-10  3535.50  2575.50  .718     0     .000
   970.00      2.577E-10  2.834E-10  3.118E-10  2.786E-10  3545.50  2575.50  .714     0     .000
   980.00      2.239E-10  2.462E-10  2.709E-10  2.475E-10  3555.50  2575.50  .710     0     .000
   990.00      1.946E-10  2.141E-10  2.355E-10  2.091E-10  3565.50  2575.50  .706     0     .000
   1000.0      1.694E-10  1.863E-10  2.050E-10  1.816E-10  3575.50  2575.50  .702     0     .000
