#h,m	T, k    P, N/m2		rho, kg/m3		a, m/s
420000	153.20	9.3454E-01	1.698634733E-06	901.6670
430000	156.40	7.9451E-01	1.414816122E-06	910.7050
440000	159.60	6.7546E-01	1.178962523E-06	919.6020
450000	162.70	5.7730E-01	9.878704622E-07	928.3650
460000	165.90	4.9351E-01	8.283235330E-07	936.9990
470000	182.30	3.3705E-01	5.147543199E-07	979.9300
480000	187.70	3.2218E-01	4.780793661E-07	993.2810
490000	193.00	2.9936E-01	4.229606843E-07	1017.0170
500000	219.10	2.3276E-01	2.837265649E-07	1090.6700
510000	227.10	2.1355E-01	2.472862678E-07	1117.8510
520000	234.40	1.9962E-01	2.212075776E-07	1141.6760
530000	243.60	1.8446E-01	1.946256159E-07	1168.9340
540000	255.20	1.6901E-01	1.688884695E-07	1199.7360
550000	262.60	1.6121E-01	1.563147643E-07	1217.2660
560000	269.90	1.5374E-01	1.447438100E-07	1234.6000
570000	283.90	1.4054E-01	1.255740785E-07	1266.1910
580000	297.90	1.2847E-01	1.092194537E-07	1297.0960
590000	310.60	1.1866E-01	9.658284632E-08	1325.3530
600000	322.60	1.1082E-01	8.665627170E-08	1351.9180
610000	329.30	1.0659E-01	8.148918982E-08	1367.0600
620000	336.00	1.0247E-01	7.661256450E-08	1382.3800
630000	349.60	9.4820E-02	6.796729720E-08	1411.5090
640000	368.40	8.5310E-02	5.790285795E-08	1450.1510
650000	385.40	7.8686E-02	5.095654806E-08	1484.3550
660000	396.60	7.4765E-02	4.696777642E-08	1506.9080
670000	403.30	7.2527E-02	4.477133042E-08	1520.0420
680000	409.90	7.0404E-02	4.271692675E-08	1533.0390
690000	428.60	6.4878E-02	3.761837228E-08	1567.7450
700000	435.90	6.2445E-02	3.557132151E-08	1581.5710
710000	445.40	5.9429E-02	3.310548845E-08	1599.1040
720000	455.00	5.6507E-02	3.078222441E-08	1616.9900
730000	463.00	5.5322E-02	2.958012467E-08	1631.9480
740000	471.10	5.4475E-02	2.859565179E-08	1646.8670
750000	480.50	5.3088E-02	2.729606226E-08	1663.8480
760000	489.90	5.1156E-02	2.577507870E-08	1680.5040
770000	494.40	5.0269E-02	2.509573964E-08	1688.2680
780000	496.70	4.7698E-02	2.369736184E-08	1692.2470
790000	499.00	4.4402E-02	2.195330949E-08	1696.2260
800000	501.40	4.1333E-02	2.034229743E-08	1700.1870
810000	503.70	3.8486E-02	1.884950718E-08	1704.1400
820000	504.90	3.6923E-02	1.803848252E-08	1706.3280
830000	506.00	3.5539E-02	1.732207840E-08	1708.2810
840000	507.10	3.4190E-02	1.661881296E-08	1710.5050
850000	508.20	3.2893E-02	1.594777134E-08	1712.7110
860000	509.30	3.1645E-02	1.530382532E-08	1714.9170
870000	510.40	3.0451E-02	1.468926278E-08	1717.0960
880000	511.50	2.9295E-02	1.409613337E-08	1719.2750
890000	512.40	2.8399E-02	1.363326888E-08	1721.0800
900000	513.10	2.7650E-02	1.324951557E-08	1722.6690
910000	513.90	2.6816E-02	1.282625884E-08	1724.2400
920000	514.60	2.5888E-02	1.235947433E-08	1725.8350
930000	515.40	2.4986E-02	1.190693547E-08	1727.4730
940000	516.10	2.4116E-02	1.147096620E-08	1729.0940
950000	516.90	2.3281E-02	1.105095982E-08	1730.7060
960000	517.70	2.2470E-02	1.064633187E-08	1732.3010
970000	518.40	2.1652E-02	1.024000102E-08	1733.9490
980000	519.40	2.0673E-02	9.754387404E-09	1735.9070
990000	520.40	1.9738E-02	9.291803138E-09	1737.8550
1000000	521.40	1.8871E-02	8.863392873E-09	1739.7860
1100000	529.30	1.3636E-02	6.289266532E-09	1755.5210
1200000	536.80	9.3261E-03	4.231555097E-09	1769.8660
1300000	545.00	6.3870E-03	2.850361872E-09	1784.3120
1400000	554.10	4.5478E-03	1.995262315E-09	1799.4820
1500000	561.70	3.4618E-03	1.497269576E-09	1812.0610
1600000	569.40	2.5050E-03	1.068562675E-09	1824.4670
1700000	576.90	1.8565E-03	7.814478489E-10	1836.6730
1800000	585.70	1.3050E-03	5.408788506E-10	1850.5570
1900000	592.30	9.7972E-04	4.015133594E-10	1860.8860
2000000	599.50	7.2929E-04	2.952568622E-10	1872.1570
2100000	608.00	5.3064E-04	2.117873421E-10	1885.2270
2200000	616.30	3.8887E-04	1.531087462E-10	1897.8850
2300000	623.70	3.0061E-04	1.169499391E-10	1909.1090
2400000	630.70	2.3513E-04	9.044821490E-11	1919.7350
2500000	637.30	1.8336E-04	6.980716486E-11	1929.5730
2600000	644.40	1.3555E-04	5.103874654E-11	1940.2610
2700000	652.10	9.9015E-05	3.683833560E-11	1951.5230
2800000	659.40	8.0334E-05	2.955969850E-11	1962.2820
2900000	666.00	6.6589E-05	2.426051412E-11	1971.8760
3000000	672.50	5.4450E-05	1.964264646E-11	1981.4210
3100000	681.30	3.8186E-05	1.359878163E-11	1994.0290
3200000	688.50	2.9854E-05	1.051961874E-11	2004.3640
3300000	695.40	2.4132E-05	8.419765576E-12	2014.1790
3400000	701.10	2.0198E-05	6.988757961E-12	2022.3460
3500000	707.80	1.6410E-05	5.624708240E-12	2031.8410
3600000	715.00	1.2906E-05	4.379252635E-12	2041.9270
3700000	721.70	1.0134E-05	3.406434166E-12	2051.3570
3800000	728.30	8.0168E-06	2.670545612E-12	2060.5100
3900000	734.90	6.7112E-06	2.215644096E-12	2069.6190
4000000	742.10	5.5271E-06	1.807174126E-12	2079.5090
4100000	749.40	4.5175E-06	1.462513892E-12	2089.5310
4200000	756.20	3.7171E-06	1.192614266E-12	2098.8610
4300000	762.20	3.1318E-06	9.970111150E-13	2107.0190
4400000	768.00	2.6248E-06	8.292777249E-13	2114.8650
4500000	775.70	1.9902E-06	6.224435916E-13	2125.2000
4600000	783.00	1.5689E-06	4.861832585E-13	2134.9650
4700000	788.90	1.3409E-06	4.123822843E-13	2142.8850
4800000	798.00	1.0539E-06	3.204055277E-13	2154.9740
4900000	798.70	1.0344E-06	3.141955285E-13	2155.9090
5000000	799.30	1.0174E-06	3.088161469E-13	2156.7430
5100000	800.00	8.5901E-07	2.605553530E-13	2157.5760
5200000	800.00	7.2527E-07	2.199378625E-13	2157.6050
5300000	800.00	6.1235E-07	1.856949101E-13	2157.6050
5400000	800.00	5.1701E-07	1.567833717E-13	2157.6050
5500000	800.00	4.3652E-07	1.323731794E-13	2157.6050
5600000	800.00	3.6855E-07	1.117635016E-13	2157.6060
5700000	800.00	3.1117E-07	9.436262203E-14	2157.6060
5800000	800.00	2.6272E-07	7.967095078E-14	2157.6060
5900000	800.00	2.2182E-07	6.726668104E-14	2157.6060
6000000	800.00	1.8728E-07	5.679367868E-14	2157.6060
6100000	800.00	1.5812E-07	4.795125741E-14	2157.6060
6200000	800.00	1.3351E-07	4.048554594E-14	2157.6060
6300000	800.00	1.1272E-07	3.418219914E-14	2157.6060
6400000	800.00	9.5170E-08	2.886024410E-14	2157.6060
6500000	800.00	8.0353E-08	2.436688423E-14	2157.6060
6600000	800.00	6.7842E-08	2.057311246E-14	2157.6070
6700000	800.00	5.7280E-08	1.737000726E-14	2157.6070
6800000	800.00	4.8362E-08	1.466560555E-14	2157.6070
6900000	800.00	4.0823E-08	1.237941152E-14	2157.6070
7000000	800.00	3.4467E-08	1.045201441E-14	2157.6070
